CustomerID,total_orders,total_items,total_spend,avg_order_value,unique_products,first_purchase,last_purchase,days_since_last,customer_lifespan_days
13147,4,120,594.0,148.5,1,2011-01-09 12:28:00,2011-11-29 13:59:00,12,324
13148,12,1937,3558.65,11.15564263322884,231,2010-10-12 13:06:00,2011-10-11 15:23:00,61,364
13149,4,1124,1636.28,19.026511627906977,76,2011-02-23 13:57:00,2011-11-25 13:09:00,16,274
13151,1,363,1122.47,15.168513513513513,73,2011-02-17 12:29:00,2011-02-17 12:29:00,297,0
13153,1,366,402.42,26.828,15,2011-04-12 12:14:00,2011-04-12 12:14:00,243,0
13155,4,497,950.26,11.179529411764706,67,2010-06-12 12:44:00,2011-09-21 10:27:00,81,465
13157,4,1295,1701.38,19.55609195402299,69,2011-02-14 14:03:00,2011-12-04 14:04:00,7,293
13158,4,784,1216.06,15.393164556962025,59,2011-01-25 09:58:00,2011-12-08 09:04:00,3,316
13159,4,1059,1430.43,11.821735537190083,114,2011-01-12 11:20:00,2011-10-20 13:20:00,52,281
13160,1,56,91.8,22.95,4,2011-11-17 13:07:00,2011-11-17 13:07:00,24,0
13161,1,29,112.75,14.09375,8,2011-01-30 14:03:00,2011-01-30 14:03:00,315,0
13162,4,1603,1667.03,21.101645569620253,74,2011-04-20 15:38:00,2011-09-08 15:59:00,94,141
13165,2,1064,883.76,21.04190476190476,40,2010-12-23 14:06:00,2011-10-24 15:05:00,48,305
13166,1,216,414.3,10.104878048780488,39,2011-01-03 15:16:00,2011-01-03 15:16:00,342,0
13167,4,579,717.22,11.034153846153847,51,2011-01-08 12:12:00,2011-11-21 12:24:00,20,317
13168,4,682,1298.94,9.91557251908397,102,2011-01-25 13:55:00,2011-05-24 13:56:00,201,119
13169,2,236,597.92,45.99384615384615,11,2011-01-04 14:24:00,2011-07-10 12:11:00,154,186
13170,1,147,125.52,3.9225,29,2011-11-13 12:19:00,2011-11-13 12:19:00,28,0
13171,3,229,389.13,8.459347826086956,37,2011-02-13 14:16:00,2011-11-18 10:27:00,23,277
13173,2,277,360.7,8.388372093023255,41,2010-07-12 14:30:00,2011-05-12 15:51:00,213,304
13174,3,1344,2659.55,8.469904458598727,228,2010-05-12 16:24:00,2011-11-23 14:35:00,18,559
13176,1,393,458.21999999999997,6.364166666666666,66,2011-10-24 15:43:00,2011-10-24 15:43:00,48,0
13177,1,91,282.45,16.61470588235294,17,2011-06-10 09:56:00,2011-06-10 09:56:00,184,0
13178,11,3528,5671.71,21.402679245283018,95,2010-12-14 12:22:00,2011-11-13 16:14:00,28,334
13182,1,201,121.18,11.016363636363637,11,2011-10-25 13:46:00,2011-10-25 13:46:00,47,0
13183,9,1728,3072.3,32.68404255319149,51,2011-02-11 14:50:00,2011-09-14 10:42:00,88,214
13184,10,1560,1720.87,9.50756906077348,138,2011-01-04 12:24:00,2011-11-25 12:02:00,16,324
13185,1,12,71.4,71.4,1,2011-03-17 11:56:00,2011-03-17 11:56:00,269,0
13186,3,744,1599.5600000000002,20.247594936708865,69,2011-03-08 09:09:00,2011-10-31 11:40:00,41,237
13187,1,95,228.87,6.185675675675676,37,2011-06-01 18:57:00,2011-06-01 18:57:00,192,0
13188,1,25,108.10000000000001,54.050000000000004,2,2011-11-28 15:28:00,2011-11-28 15:28:00,13,0
13189,2,706,329.64,11.366896551724137,29,2011-08-16 13:12:00,2011-11-21 10:39:00,20,96
13192,2,595,909.0400000000001,14.42920634920635,57,2011-05-09 14:13:00,2011-05-18 14:57:00,207,9
13193,1,50,109.43,3.7734482758620693,22,2011-09-10 14:30:00,2011-09-10 14:30:00,92,0
13194,1,26,60.7,20.233333333333334,3,2011-07-27 09:01:00,2011-07-27 09:01:00,137,0
13196,4,1224,1746.53,15.877545454545455,97,2011-03-22 14:24:00,2011-11-28 13:54:00,13,250
13198,6,2624,3369.79,14.910575221238938,199,2010-12-13 09:29:00,2011-11-29 15:17:00,12,351
13199,38,3214,6751.18,56.73260504201681,48,2010-08-12 10:51:00,2011-11-29 14:00:00,12,474
13200,4,480,820.83,17.84413043478261,42,2011-05-08 14:50:00,2011-11-20 15:35:00,21,196
13203,4,800,849.52,14.903859649122806,56,2011-10-31 13:43:00,2011-11-30 10:45:00,11,29
13207,2,130,250.26000000000002,31.282500000000002,7,2011-11-24 14:52:00,2011-12-07 11:35:00,4,12
13208,6,804,1222.28,8.203221476510066,124,2011-03-02 19:32:00,2011-12-10 09:54:00,1,282
13209,8,4069,5754.2,17.925856697819313,255,2010-12-13 10:31:00,2011-09-11 13:54:00,91,272
13210,1,292,338.36,15.38,22,2011-07-09 08:18:00,2011-07-09 08:18:00,155,0
13211,3,774,942.42,16.82892857142857,45,2010-12-13 16:17:00,2011-11-29 14:43:00,12,350
13212,3,310,736.8,5.1887323943661965,128,2011-09-10 14:48:00,2011-11-20 12:40:00,21,70
13213,5,1180,1487.38,16.526444444444447,82,2011-03-08 13:06:00,2011-10-14 11:42:00,58,219
13216,1,149,195.54000000000002,39.108000000000004,5,2011-03-17 12:18:00,2011-03-17 12:18:00,269,0
13217,3,126,290.7,72.675,3,2011-06-07 12:08:00,2011-09-08 15:32:00,94,93
13218,1,88,71.64,14.328,5,2011-04-08 16:59:00,2011-04-08 16:59:00,247,0
13220,4,196,752.5400000000001,35.8352380952381,18,2011-04-05 11:26:00,2011-09-22 13:38:00,80,170
13221,2,244,800.2,12.124242424242425,62,2010-12-15 13:24:00,2011-04-13 16:58:00,242,119
13223,2,76,138.0,27.6,5,2011-04-21 15:16:00,2011-05-23 13:03:00,202,31
13224,2,1203,2057.04,19.046666666666667,101,2011-10-10 14:55:00,2011-11-07 14:10:00,34,27
13225,7,1140,2640.2400000000002,82.50750000000001,23,2010-12-13 09:49:00,2011-10-10 14:06:00,62,301
13226,1,80,105.63,6.601875,16,2011-11-03 14:35:00,2011-11-03 14:35:00,38,0
13227,1,99,257.7,28.633333333333333,9,2011-05-22 11:47:00,2011-05-22 11:47:00,203,0
13228,1,72,128.88,64.44,2,2011-09-19 14:28:00,2011-09-19 14:28:00,83,0
13229,1,63,156.05,15.605,10,2011-04-28 12:07:00,2011-04-28 12:07:00,227,0
13230,14,1580,2645.53,4.3298363338788874,393,2010-09-12 19:28:00,2011-10-11 20:01:00,60,394
13232,7,678,1280.8700000000001,6.187777777777779,147,2011-02-09 13:18:00,2011-12-06 11:17:00,5,299
13233,2,932,636.1999999999999,14.795348837209302,43,2011-07-01 14:49:00,2011-09-26 13:25:00,76,86
13235,1,441,1014.1700000000001,17.485689655172415,53,2011-11-05 17:13:00,2011-11-05 17:13:00,36,0
13236,2,404,713.45,19.818055555555556,34,2011-08-25 08:58:00,2011-11-15 12:50:00,26,82
13238,4,284,636.56,20.534193548387094,20,2010-12-14 14:37:00,2011-11-22 15:37:00,19,343
13239,1,303,336.94,16.044761904761906,21,2011-03-23 10:25:00,2011-03-23 10:25:00,263,0
13240,4,298,657.12,9.807761194029851,59,2010-09-12 12:49:00,2011-06-19 15:33:00,175,280
13242,3,130,270.40000000000003,20.800000000000004,12,2011-08-19 12:53:00,2011-10-05 12:28:00,67,46
13243,1,233,573.52,9.888275862068966,56,2011-05-20 13:14:00,2011-05-20 13:14:00,205,0
13244,1,38,120.29,4.455185185185186,27,2011-08-09 11:46:00,2011-08-09 11:46:00,124,0
13245,1,125,378.85,23.678125,16,2011-10-20 11:40:00,2011-10-20 11:40:00,52,0
13246,6,1090,1433.58,10.167234042553192,110,2011-01-13 13:36:00,2011-11-21 16:50:00,20,312
13247,4,316,494.52000000000004,19.780800000000003,18,2011-09-18 11:31:00,2011-11-22 10:59:00,19,64
13248,2,293,457.83,17.60884615384615,25,2011-03-06 13:05:00,2011-07-08 12:40:00,156,123
13249,3,210,305.23,13.270869565217392,21,2011-03-23 15:26:00,2011-08-09 13:26:00,124,138
13253,2,864,727.12,20.197777777777777,35,2011-04-01 15:43:00,2011-06-07 10:09:00,187,66
13255,2,141,336.46000000000004,25.881538461538465,13,2010-01-12 11:58:00,2011-11-30 13:14:00,11,687
13258,3,283,694.34,18.272105263157897,28,2011-05-18 13:11:00,2011-11-28 09:31:00,13,193
13259,1,132,284.12,3.2657471264367817,77,2011-09-10 10:48:00,2011-09-10 10:48:00,92,0
13260,1,124,464.32,58.04,8,2011-09-10 13:21:00,2011-09-10 13:21:00,92,0
13261,2,194,916.5,101.83333333333333,8,2011-02-27 10:41:00,2011-03-16 12:22:00,270,17
13262,1,125,206.53,18.775454545454547,11,2011-03-21 15:06:00,2011-03-21 15:06:00,265,0
13263,35,4706,7416.65,4.422570065593321,450,2011-01-06 15:34:00,2011-12-05 15:32:00,6,332
13265,5,1372,1729.9,19.00989010989011,66,2011-08-04 15:19:00,2011-12-09 09:36:00,2,126
13266,12,3192,3222.24,17.231229946524063,82,2011-03-28 10:14:00,2011-11-28 14:39:00,13,245
13267,19,1969,4438.6900000000005,21.036445497630336,88,2010-08-12 09:20:00,2011-12-01 12:00:00,10,476
13268,11,3422,3206.74,7.288045454545454,257,2011-01-11 11:31:00,2011-12-04 11:58:00,7,327
13269,15,3270,5114.84,16.18620253164557,177,2010-05-12 11:51:00,2011-12-09 12:45:00,2,576
13270,1,36,106.2,106.2,1,2010-08-12 14:53:00,2010-08-12 14:53:00,486,0
13271,1,253,225.63,2.3503125,79,2011-02-11 14:31:00,2011-02-11 14:31:00,303,0
13272,2,96,256.66,17.110666666666667,15,2011-08-11 14:00:00,2011-11-09 12:06:00,32,89
13273,1,153,148.91,9.306875,16,2011-08-18 14:02:00,2011-08-18 14:02:00,115,0
13276,2,161,572.38,19.079333333333334,30,2011-01-09 10:03:00,2011-07-10 12:44:00,154,182
13277,4,176,258.4,32.3,5,2011-07-29 10:06:00,2011-11-24 09:21:00,17,117
13278,1,489,521.38,11.334347826086956,46,2011-10-30 11:49:00,2011-10-30 11:49:00,42,0
13279,1,73,138.65,15.405555555555557,9,2011-09-22 17:24:00,2011-09-22 17:24:00,79,0
13280,3,522,816.14,9.601647058823529,67,2011-01-27 16:29:00,2011-09-08 13:14:00,94,223
13282,3,307,1080.54,29.203783783783784,29,2011-03-05 12:03:00,2011-11-21 15:33:00,20,261
13283,2,90,99.18,14.168571428571429,7,2011-07-06 12:39:00,2011-11-10 09:50:00,31,126
13284,1,91,191.24,14.710769230769232,13,2011-01-13 09:23:00,2011-01-13 09:23:00,332,0
13285,4,2051,2679.52,14.32898395721925,157,2011-01-07 14:53:00,2011-11-16 13:19:00,25,312
13291,1,233,361.23,8.600714285714286,41,2011-07-07 10:36:00,2011-07-07 10:36:00,157,0
13292,2,335,543.13,17.52032258064516,29,2011-01-11 10:04:00,2011-02-28 15:00:00,286,48
13294,2,453,866.49,16.046111111111113,48,2011-03-06 08:54:00,2011-04-04 12:37:00,251,29
13295,1,82,201.20000000000002,20.12,10,2010-12-15 11:21:00,2010-12-15 11:21:00,361,0
13296,1,78,87.4,17.48,5,2011-07-25 13:46:00,2011-07-25 13:46:00,139,0
13297,4,851,1959.77,33.2164406779661,52,2011-02-12 09:32:00,2011-11-16 09:28:00,25,276
13298,1,60,225.0,112.5,2,2011-08-12 13:11:00,2011-08-12 13:11:00,121,0
13299,1,30,133.8,26.76,5,2011-03-16 12:55:00,2011-03-16 12:55:00,270,0
13300,1,203,371.89,18.5945,20,2011-06-23 13:09:00,2011-06-23 13:09:00,171,0
13301,4,345,616.33,7.609012345679012,75,2011-01-05 11:55:00,2011-08-28 11:25:00,105,234
13302,1,5,42.5,42.5,1,2011-07-07 17:56:00,2011-07-07 17:56:00,156,0
13304,1,226,302.61,14.41,21,2010-12-23 14:35:00,2010-12-23 14:35:00,353,0
13305,10,1112,1879.67,23.205802469135804,50,2010-02-12 12:10:00,2011-11-18 11:07:00,23,643
13307,1,4,15.0,15.0,1,2011-11-08 17:14:00,2011-11-08 17:14:00,33,0
13308,3,591,1327.1100000000001,24.576111111111114,49,2011-05-20 13:13:00,2011-11-17 09:31:00,24,180
13309,5,1544,1489.0,13.91588785046729,82,2011-02-12 16:34:00,2011-12-09 14:15:00,2,299
13310,3,587,1116.63,15.508750000000001,65,2011-01-19 14:50:00,2011-11-11 17:23:00,29,296
13311,2,289,563.57,21.675769230769234,25,2011-05-12 12:55:00,2011-12-07 14:26:00,4,209
13313,5,851,1555.32,19.939999999999998,47,2011-04-01 10:00:00,2011-11-17 16:48:00,24,230
13314,3,560,763.6700000000001,12.31725806451613,55,2011-07-10 13:09:00,2011-09-27 10:20:00,75,78
13316,4,1716,3565.53,40.98310344827586,66,2011-02-11 13:40:00,2011-09-21 12:14:00,81,221
13317,6,1023,2210.29,17.82491935483871,100,2010-12-16 09:22:00,2011-05-25 10:35:00,200,160
13318,3,292,619.28,30.964,14,2011-02-11 13:26:00,2011-08-12 18:51:00,120,182
13319,26,4610,10500.79,22.060483193277314,209,2010-09-12 10:04:00,2011-11-22 16:39:00,19,436
13320,4,1096,1564.3,14.757547169811321,77,2011-08-25 12:10:00,2011-10-05 10:30:00,67,40
13321,2,212,349.4,31.763636363636362,10,2011-09-14 15:18:00,2011-09-28 15:24:00,74,14
13322,1,117,199.48000000000002,7.9792000000000005,25,2011-11-22 14:21:00,2011-11-22 14:21:00,19,0
13323,5,163,736.85,35.08809523809524,6,2011-01-12 14:36:00,2011-11-18 10:24:00,23,309
13324,10,2183,4351.97,58.02626666666667,25,2010-12-14 09:50:00,2011-11-09 12:34:00,32,330
13325,1,232,654.9,54.574999999999996,12,2011-09-19 10:36:00,2011-09-19 10:36:00,83,0
13327,8,1576,3569.87,33.05435185185185,74,2010-09-12 15:32:00,2011-08-19 11:55:00,114,340
13328,1,476,907.08,53.35764705882353,17,2011-01-27 15:22:00,2011-01-27 15:22:00,318,0
13329,2,403,695.28,40.898823529411764,16,2010-08-12 10:11:00,2011-08-11 10:29:00,122,364
13330,3,703,1141.84,21.544150943396225,37,2011-01-28 10:08:00,2011-08-09 12:27:00,124,193
13332,1,179,346.9,16.51904761904762,21,2011-11-25 13:30:00,2011-11-25 13:30:00,16,0
13334,3,1774,3521.4900000000002,13.139888059701493,207,2011-02-06 11:33:00,2011-09-18 15:21:00,84,224
13336,1,547,796.16,15.610980392156861,51,2011-09-23 14:05:00,2011-09-23 14:05:00,79,0
13338,1,220,402.01,21.158421052631578,19,2011-05-07 09:06:00,2011-05-07 09:06:00,218,0
13339,1,326,819.44,15.174814814814816,54,2011-05-23 08:31:00,2011-05-23 08:31:00,202,0
13340,7,3552,8276.98,61.768507462686564,128,2011-07-17 13:25:00,2011-10-25 13:15:00,47,99
13341,1,301,739.55,17.60833333333333,42,2011-03-24 09:50:00,2011-03-24 09:50:00,262,0
13343,1,135,307.93,16.20684210526316,19,2011-06-15 12:24:00,2011-06-15 12:24:00,179,0
13344,3,971,2080.34,17.4818487394958,115,2011-03-10 09:44:00,2011-07-03 10:28:00,161,115
13345,1,141,342.20000000000005,17.110000000000003,20,2011-02-25 09:01:00,2011-02-25 09:01:00,289,0
13347,1,205,299.86,37.4825,8,2011-09-30 13:28:00,2011-09-30 13:28:00,72,0
13348,1,136,233.76,16.697142857142858,14,2011-06-10 17:28:00,2011-06-10 17:28:00,183,0
13349,1,225,206.18,12.88625,16,2011-11-29 08:07:00,2011-11-29 08:07:00,12,0
13350,2,287,821.67,20.54175,36,2011-09-21 13:33:00,2011-11-23 16:33:00,18,63
13351,1,117,332.44,20.7775,16,2011-04-10 12:55:00,2011-04-10 12:55:00,245,0
13352,1,321,361.03999999999996,15.043333333333331,24,2011-10-10 13:55:00,2011-10-10 13:55:00,62,0
13354,1,604,746.77,14.642549019607843,51,2011-09-29 13:17:00,2011-09-29 13:17:00,73,0
13355,1,302,664.5,20.765625,32,2011-09-08 14:48:00,2011-09-08 14:48:00,94,0
13356,1,325,714.19,17.00452380952381,42,2011-09-20 14:33:00,2011-09-20 14:33:00,82,0
13357,1,310,586.93,6.521444444444444,85,2011-03-27 13:56:00,2011-03-27 13:56:00,259,0
13358,1,273,409.59000000000003,14.123793103448277,29,2011-03-16 11:52:00,2011-03-16 11:52:00,270,0
13359,1,161,398.06,17.30695652173913,23,2011-07-10 09:30:00,2011-07-10 09:30:00,154,0
13362,4,1370,3059.06,18.428072289156628,128,2011-02-25 11:33:00,2011-11-30 14:41:00,11,278
13363,2,698,929.33,15.488833333333334,47,2011-10-27 10:46:00,2011-11-22 12:40:00,19,26
13364,1,71,134.95999999999998,13.495999999999999,10,2011-09-29 18:13:00,2011-09-29 18:13:00,72,0
13365,2,1247,2128.23,16.626796875,122,2011-06-05 12:00:00,2011-06-11 12:36:00,183,6
13366,1,36,15.12,15.12,1,2011-10-20 13:37:00,2011-10-20 13:37:00,52,0
13368,2,315,566.2,19.524137931034485,29,2011-03-28 09:59:00,2011-06-01 12:32:00,193,65
13369,1,149,263.88,18.84857142857143,14,2010-09-12 11:30:00,2010-09-12 11:30:00,455,0
13370,1,331,738.87,18.945384615384615,39,2010-03-12 10:26:00,2010-03-12 10:26:00,639,0
13372,1,159,337.68,14.681739130434783,23,2011-11-09 12:46:00,2011-11-09 12:46:00,32,0
13373,3,1611,3269.65,20.693987341772154,135,2011-04-07 12:19:00,2011-10-10 10:51:00,62,185
13375,1,426,760.58,20.556216216216217,37,2011-12-09 10:19:00,2011-12-09 10:19:00,2,0
13376,3,493,888.4300000000001,16.762830188679246,45,2011-01-09 16:16:00,2011-05-20 09:08:00,205,130
13379,3,601,599.39,6.179278350515464,85,2011-02-10 15:18:00,2011-11-13 13:45:00,28,275
13381,6,1945,3620.71,21.05063953488372,77,2011-02-14 10:10:00,2011-11-09 15:35:00,32,268
13382,1,131,221.54000000000002,14.769333333333334,15,2011-04-03 10:03:00,2011-04-03 10:03:00,252,0
13384,7,2102,3684.7400000000002,24.241710526315792,123,2011-03-08 09:40:00,2011-10-25 15:39:00,47,231
13385,1,281,485.87,13.882,35,2011-01-14 09:52:00,2011-01-14 09:52:00,331,0
13388,2,282,628.75,17.964285714285715,35,2011-07-31 12:52:00,2011-07-31 12:52:00,133,0
13389,3,429,777.16,15.23843137254902,50,2011-04-21 12:12:00,2011-11-28 14:01:00,13,221
13390,1,200,496.68,38.206153846153846,13,2011-09-26 08:38:00,2011-09-26 08:38:00,76,0
13391,1,4,34.0,34.0,1,2011-05-20 10:50:00,2011-05-20 10:50:00,205,0
13394,8,2264,2586.08,16.68438709677419,124,2011-03-02 10:39:00,2011-11-07 13:40:00,34,250
13395,1,264,308.18,14.675238095238095,21,2011-07-06 15:04:00,2011-07-06 15:04:00,158,0
13396,2,576,1314.51,30.57,42,2011-01-24 13:37:00,2011-10-11 16:59:00,61,260
13397,5,418,1427.8500000000001,37.575,28,2011-02-18 12:13:00,2011-09-28 10:56:00,74,221
13398,1,269,457.09000000000003,17.580384615384617,26,2011-05-31 13:17:00,2011-05-31 13:17:00,194,0
13402,2,479,630.23,16.15974358974359,32,2010-02-12 17:12:00,2011-04-08 15:51:00,247,419
13403,1,44,75.0,25.0,3,2011-11-22 08:28:00,2011-11-22 08:28:00,19,0
13404,2,111,252.49,22.953636363636363,11,2011-08-12 15:37:00,2011-11-05 11:57:00,36,84
13405,3,165,537.77,19.917407407407406,25,2011-01-26 09:27:00,2011-09-26 17:01:00,76,243
13408,62,11362,21381.25,44.73064853556485,234,2010-01-12 10:39:00,2011-12-07 16:37:00,4,694
13410,5,518,1003.06,35.82357142857143,15,2011-02-21 14:38:00,2011-11-15 15:33:00,26,267
13411,1,72,212.10000000000002,11.783333333333335,17,2011-08-24 13:57:00,2011-08-24 13:57:00,109,0
13414,3,446,617.8199999999999,25.742499999999996,23,2011-02-16 12:13:00,2011-07-29 11:45:00,135,162
13416,2,142,712.5,37.5,11,2011-09-19 14:43:00,2011-10-27 08:56:00,45,37
13417,2,162,586.78,20.95642857142857,26,2011-05-12 08:49:00,2011-05-18 16:26:00,207,6
13418,18,3720,5668.2300000000005,18.645493421052635,223,2010-02-12 10:45:00,2011-11-28 10:23:00,13,653
13419,1,275,223.94,13.99625,16,2011-07-10 12:49:00,2011-07-10 12:49:00,154,0
13420,2,101,147.1,18.3875,8,2011-06-22 11:35:00,2011-07-13 08:48:00,151,20
13421,2,1073,1787.43,17.186826923076925,88,2011-02-22 15:46:00,2011-10-30 14:21:00,42,249
13422,1,1326,2560.32,20.16,127,2011-06-10 13:42:00,2011-06-10 13:42:00,184,0
13425,3,1027,1505.1100000000001,19.296282051282052,66,2011-02-18 08:34:00,2011-08-23 17:13:00,110,186
13426,10,2207,3574.48,22.76738853503185,103,2010-12-15 12:43:00,2011-11-29 13:29:00,12,349
13427,3,509,564.1,19.451724137931034,25,2011-08-05 15:58:00,2011-11-20 13:02:00,21,106
13428,1,156,219.14000000000001,2.9613513513513516,70,2011-11-29 14:20:00,2011-11-29 14:20:00,12,0
13429,4,1282,1024.75,15.294776119402986,55,2011-09-25 15:59:00,2011-11-29 09:10:00,12,64
13430,2,695,701.93,14.325102040816326,48,2011-09-14 14:26:00,2011-11-21 08:19:00,20,67
13431,2,576,1092.08,23.74086956521739,44,2011-03-10 13:49:00,2011-12-09 11:25:00,2,273
13434,2,180,312.24,31.224,9,2011-04-09 10:35:00,2011-09-26 14:30:00,76,170
13435,7,1559,3465.13,34.30821782178218,68,2011-03-06 17:07:00,2011-11-15 15:23:00,26,253
13436,1,76,173.04,14.42,12,2011-08-12 10:33:00,2011-08-12 10:33:00,121,0
13437,7,1275,3196.46,19.14047904191617,143,2011-01-09 18:20:00,2011-11-25 14:00:00,16,319
13439,1,242,288.81,5.348333333333334,54,2011-03-29 14:20:00,2011-03-29 14:20:00,257,0
13441,1,180,271.32,20.87076923076923,13,2011-09-09 09:38:00,2011-09-09 09:38:00,93,0
13447,3,584,1122.65,19.02796610169492,55,2011-04-11 10:10:00,2011-11-16 13:38:00,25,219
13448,6,1632,3495.29,17.9245641025641,137,2010-01-12 10:52:00,2011-11-23 12:33:00,18,680
13449,1,222,291.88,15.362105263157895,19,2011-11-16 08:28:00,2011-11-16 08:28:00,25,0
13450,6,1454,1680.0,23.661971830985916,32,2011-01-07 14:51:00,2011-11-13 11:54:00,28,309
13451,5,2149,2958.25,6.677765237020316,315,2011-03-15 15:37:00,2011-12-05 18:49:00,5,265
13452,2,2,17.0,8.5,1,2011-03-14 11:38:00,2011-03-25 14:19:00,261,11
13453,2,134,345.38,20.316470588235294,16,2011-02-23 09:44:00,2011-06-27 09:34:00,167,123
13455,2,354,973.04,21.15304347826087,42,2010-08-12 13:11:00,2011-11-15 11:21:00,26,459
13456,6,737,1606.42,25.49873015873016,43,2011-05-16 15:34:00,2011-11-22 09:18:00,19,189
13458,14,5372,9437.97,24.706727748691097,242,2010-12-15 12:05:00,2011-12-04 13:19:00,7,354
13460,2,286,184.16,10.832941176470587,16,2011-10-11 17:17:00,2011-10-21 09:50:00,51,9
13461,3,742,1061.68,39.321481481481484,14,2011-01-11 09:01:00,2011-07-24 11:32:00,140,194
13462,1,62,151.5,16.833333333333332,9,2011-01-04 11:20:00,2011-01-04 11:20:00,341,0
13464,1,403,669.35,16.325609756097563,41,2011-12-10 15:01:00,2011-12-10 15:01:00,1,0
13466,1,233,291.82,17.165882352941175,17,2011-08-06 16:39:00,2011-08-06 16:39:00,127,0
13467,2,584,1058.63,10.693232323232325,89,2011-03-11 16:56:00,2011-11-29 10:01:00,12,262
13468,37,2513,5486.47,18.167119205298015,184,2010-01-12 15:08:00,2011-12-10 14:10:00,1,696
13470,2,100,165.0,16.5,7,2011-01-09 14:57:00,2011-08-16 17:06:00,117,219
13471,4,1578,2489.48,9.574923076923078,214,2011-04-12 11:45:00,2011-11-18 09:57:00,23,219
13473,2,254,408.98,19.475238095238097,21,2011-10-10 11:20:00,2011-11-01 08:45:00,40,21
13474,1,132,221.44,3.46,59,2011-04-17 13:53:00,2011-04-17 13:53:00,238,0
13475,4,976,1371.16,15.943720930232558,64,2011-01-06 13:52:00,2011-06-05 12:21:00,189,149
13476,2,405,962.47,16.594310344827587,56,2011-03-03 14:43:00,2011-06-14 12:00:00,180,102
13477,6,997,1437.45,18.195569620253163,57,2011-02-11 12:04:00,2011-12-05 13:10:00,6,297
13479,2,134,295.15,19.676666666666666,14,2011-04-19 11:27:00,2011-05-23 10:45:00,202,33
13481,5,1130,1794.58,16.464036697247707,98,2011-03-28 09:07:00,2011-10-25 09:07:00,47,211
13482,1,116,187.76,17.069090909090907,11,2011-04-21 17:03:00,2011-04-21 17:03:00,234,0
13483,1,160,140.34,14.034,10,2011-05-10 11:53:00,2011-05-10 11:53:00,215,0
13484,1,44,313.8,39.225,8,2011-12-04 16:30:00,2011-12-04 16:30:00,7,0
13485,1,277,451.34000000000003,19.623478260869568,23,2011-04-20 13:58:00,2011-04-20 13:58:00,235,0
13486,3,669,1121.09,16.24768115942029,69,2011-03-08 13:10:00,2011-09-22 13:13:00,80,198
13487,3,265,572.5,16.83823529411765,26,2010-12-21 14:54:00,2011-10-13 12:07:00,59,295
13488,13,4314,8498.19,20.137890995260666,271,2010-07-12 13:01:00,2011-12-01 11:52:00,10,506
13489,4,236,253.56,18.111428571428572,11,2011-02-18 10:42:00,2011-08-26 13:16:00,107,189
13491,10,891,1225.74,14.252790697674419,73,2010-02-12 14:30:00,2011-11-01 09:58:00,40,626
13492,3,408,1269.84,25.3968,38,2011-01-07 08:55:00,2011-09-05 10:06:00,97,241
13493,2,152,254.26999999999998,31.783749999999998,6,2011-02-25 16:42:00,2011-09-03 15:35:00,99,189
13494,1,150,311.22,17.290000000000003,18,2011-01-02 11:58:00,2011-01-02 11:58:00,343,0
13495,5,829,2044.8700000000001,42.60145833333333,34,2010-06-12 15:14:00,2011-04-21 15:15:00,234,313
13496,2,341,631.63,18.04657142857143,28,2010-12-15 10:17:00,2011-11-29 10:58:00,12,349
13497,2,163,348.05,18.318421052631578,19,2010-06-12 11:37:00,2011-02-03 09:04:00,311,235
13499,5,841,1005.09,23.930714285714288,31,2011-03-15 08:52:00,2011-11-22 11:21:00,19,252
13500,3,597,1147.72,17.657230769230768,60,2011-03-11 17:48:00,2011-11-16 15:35:00,25,249
13501,1,560,1334.52,25.663846153846155,52,2011-02-24 18:59:00,2011-02-24 18:59:00,289,0
13502,3,264,296.78000000000003,16.48777777777778,17,2011-01-20 09:03:00,2011-11-23 10:39:00,18,307
13503,1,248,209.95,12.35,17,2011-09-29 13:23:00,2011-09-29 13:23:00,73,0
13504,1,178,286.7,13.031818181818181,22,2011-06-10 13:20:00,2011-06-10 13:20:00,184,0
13505,4,2423,3716.58,17.286418604651164,182,2011-04-21 12:07:00,2011-09-28 11:56:00,74,159
13506,2,312,458.27,17.62576923076923,26,2010-05-12 12:15:00,2011-01-27 13:53:00,318,260
13507,4,1573,2456.77,15.165246913580248,146,2011-02-09 15:45:00,2011-08-24 15:12:00,109,195
13508,1,24,106.72,8.893333333333333,12,2011-10-04 11:58:00,2011-10-04 11:58:00,68,0
13509,7,938,883.94,20.089545454545455,27,2011-01-09 08:25:00,2011-11-03 15:42:00,38,298
13510,4,1350,1765.2,15.349565217391305,86,2011-05-09 14:11:00,2011-10-25 13:51:00,47,168
13512,1,143,245.51000000000002,16.367333333333335,15,2011-03-24 10:03:00,2011-03-24 10:03:00,262,0
13513,1,97,186.1,18.61,10,2011-05-08 11:50:00,2011-05-08 11:50:00,217,0
13514,1,40,152.20000000000002,38.050000000000004,4,2011-09-27 09:39:00,2011-09-27 09:39:00,75,0
13515,4,681,885.74,15.012542372881356,50,2011-06-04 10:33:00,2011-09-28 11:26:00,74,116
13516,3,501,829.39,18.849772727272725,43,2011-04-15 11:06:00,2011-11-18 13:15:00,23,217
13517,3,1345,2118.55,15.02517730496454,125,2011-06-13 08:44:00,2011-11-10 11:43:00,31,150
